Haptic Middle ,,,Haptic Thumb,,,Haptic Pointer,,,Object Placed,
rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data
1.58250328150448E+018,1246,,1.58250328149756E+018,-183,,1.58250328149962E+018,722,,,
1.58250328152167E+018,1266,,1.58250328151884E+018,-187,,1.58250328152025E+018,714,,,
1.58250328154413E+018,1248,,1.58250328154142E+018,-190,,1.58250328154281E+018,722,,,
1.58250328156734E+018,1274,,1.58250328156483E+018,-188,,1.58250328156609E+018,724,,,
1.58250328159084E+018,1261,,1.58250328158827E+018,-191,,1.5825032815897E+018,721,,,
1.58250328161349E+018,1262,,1.5825032816105E+018,-186,,1.58250328161206E+018,717,,,
1.58250328163576E+018,1248,,1.58250328163282E+018,-190,,1.58250328163444E+018,717,,,
1.58250328165989E+018,1269,,1.5825032816567E+018,-189,,1.58250328165827E+018,723,,,
1.58250328168244E+018,1252,,1.58250328167945E+018,-180,,1.58250328168086E+018,717,,,
1.58250328170494E+018,1255,,1.58250328170143E+018,-184,,1.58250328170295E+018,720,,,
1.58250328173001E+018,1259,,1.58250328172503E+018,-177,,1.58250328172767E+018,723,,,
1.58250328175148E+018,1271,,1.5825032817482E+018,-184,,1.58250328174955E+018,722,,,
1.58250328177221E+018,1261,,1.58250328176957E+018,-180,,1.58250328177087E+018,714,,,
1.58250328179538E+018,1272,,1.582503281793E+018,-184,,1.58250328179415E+018,716,,,
1.58250328181711E+018,1285,,1.5825032818143E+018,-187,,1.58250328181569E+018,723,,,
1.5825032818421E+018,1278,,1.58250328183838E+018,-189,,1.58250328184026E+018,720,,,
1.58250328186482E+018,1255,,1.58250328186139E+018,-185,,1.58250328186304E+018,720,,,
1.58250328188669E+018,1249,,1.58250328188368E+018,-186,,1.58250328188516E+018,716,,,
1.58250328191004E+018,1275,,1.58250328190692E+018,-188,,1.5825032819085E+018,716,,,
1.58250328193254E+018,1270,,1.58250328192953E+018,-188,,1.58250328193107E+018,720,,,
1.58250328195631E+018,1260,,1.58250328195251E+018,-189,,1.58250328195441E+018,715,,,
1.58250328197865E+018,1253,,1.58250328197555E+018,-186,,1.58250328197702E+018,720,,,
1.58250328200174E+018,1269,,1.58250328199824E+018,-188,,1.58250328200004E+018,718,,,
1.58250328202518E+018,1270,,1.58250328202062E+018,-183,,1.58250328202255E+018,718,,,
1.58250328204715E+018,1261,,1.58250328204354E+018,-187,,1.58250328204535E+018,722,,,
1.58250328206936E+018,1257,,1.58250328206603E+018,-187,,1.58250328206795E+018,719,,,
1.58250328209078E+018,1271,,1.58250328208819E+018,-191,,1.58250328208957E+018,723,,,
1.58250328211462E+018,1258,,1.58250328211088E+018,-189,,1.58250328211285E+018,723,,,
1.58250328213868E+018,1269,,1.58250328213485E+018,-182,,1.58250328213706E+018,716,,,
1.58250328216206E+018,1270,,1.58250328215786E+018,-186,,1.58250328215988E+018,720,,,
1.58250328218303E+018,1269,,1.58250328218005E+018,-182,,1.58250328218156E+018,718,,,
1.5825032822051E+018,1275,,1.58250328220245E+018,-182,,1.58250328220373E+018,717,,,
1.58250328222802E+018,1279,,1.58250328222521E+018,-187,,1.58250328222659E+018,717,,,
1.58250328225101E+018,1280,,1.58250328224797E+018,-186,,1.58250328224935E+018,716,,,
1.58250328227311E+018,1253,,1.58250328227036E+018,-188,,1.58250328227172E+018,720,,,
1.58250328229703E+018,1273,,1.58250328229425E+018,-192,,1.58250328229562E+018,724,,,
1.58250328231869E+018,1265,,1.58250328231565E+018,-186,,1.58250328231704E+018,718,,,
1.5825032823418E+018,1272,,1.58250328233863E+018,-182,,1.58250328234022E+018,714,,,
1.58250328236569E+018,1270,,1.58250328236242E+018,-189,,1.58250328236406E+018,724,,,
1.58250328238892E+018,1285,,1.58250328238555E+018,-181,,1.58250328238736E+018,728,,,
1.58250328241105E+018,1278,,1.5825032824074E+018,-188,,1.58250328240925E+018,727,,,
1.58250328243354E+018,1266,,1.58250328243027E+018,-185,,1.58250328243185E+018,722,,,
1.58250328245627E+018,1256,,1.58250328245269E+018,-186,,1.58250328245417E+018,720,,,
1.58250328247847E+018,1268,,1.58250328247567E+018,-182,,1.58250328247711E+018,717,,,
1.58250328250135E+018,1273,,1.58250328249834E+018,-181,,1.58250328249993E+018,721,,,
1.58250328252382E+018,1293,,1.58250328252088E+018,-184,,1.58250328252234E+018,723,,,
1.58250328254619E+018,1270,,1.58250328254347E+018,-185,,1.58250328254491E+018,719,,,
1.5825032825696E+018,1264,,1.58250328256692E+018,-187,,1.58250328256822E+018,717,,,
1.58250328259256E+018,1260,,1.58250328258937E+018,-184,,1.58250328259079E+018,719,,,
1.58250328261667E+018,1260,,1.58250328261284E+018,-180,,1.58250328261453E+018,723,,,
1.58250328263839E+018,1267,,1.5825032826354E+018,-189,,1.58250328263696E+018,721,,,
1.58250328266238E+018,1259,,1.58250328265903E+018,-187,,1.58250328266066E+018,717,,,
1.58250328268546E+018,1251,,1.58250328268236E+018,-179,,1.5825032826839E+018,721,,,
1.58250328270568E+018,1248,,1.58250328270264E+018,-173,,1.58250328270405E+018,722,,,
1.58250328272885E+018,1252,,1.58250328272621E+018,-181,,1.58250328272758E+018,717,,,
1.5825032827512E+018,1251,,1.58250328274847E+018,-184,,1.58250328274988E+018,721,,,
1.58250328277545E+018,1262,,1.58250328277197E+018,-183,,1.58250328277371E+018,720,,,
1.58250328279787E+018,1270,,1.58250328279428E+018,-187,,1.58250328279611E+018,717,,,
1.58250328282142E+018,1252,,1.58250328281748E+018,-191,,1.58250328281922E+018,718,,,
1.58250328284508E+018,1270,,1.5825032828406E+018,-181,,1.5825032828422E+018,723,,,
1.58250328286554E+018,1265,,1.58250328286273E+018,-182,,1.58250328286421E+018,718,,,
1.58250328288683E+018,1261,,1.58250328288431E+018,-186,,1.58250328288553E+018,719,,,
1.58250328291106E+018,1270,,1.58250328290824E+018,-183,,1.58250328290955E+018,724,,,
1.58250328293356E+018,1250,,1.58250328293102E+018,-184,,1.58250328293239E+018,719,,,
1.58250328295619E+018,1278,,1.58250328295345E+018,-187,,1.58250328295496E+018,714,,,
1.58250328297839E+018,1261,,1.58250328297545E+018,-191,,1.58250328297687E+018,716,,,
1.58250328300203E+018,1258,,1.58250328299878E+018,-192,,1.58250328300054E+018,720,,,
1.58250328302611E+018,1259,,1.58250328302222E+018,-188,,1.58250328302394E+018,717,,,
1.58250328304947E+018,1269,,1.58250328304575E+018,-183,,1.58250328304755E+018,717,,,
1.58250328307022E+018,1256,,1.58250328306749E+018,-184,,1.58250328306878E+018,719,,,
1.5825032830921E+018,1256,,1.58250328308954E+018,-180,,1.58250328309079E+018,719,,,
1.58250328311576E+018,1257,,1.58250328311307E+018,-179,,1.5825032831144E+018,723,,,
1.5825032831394E+018,1277,,1.58250328313643E+018,-191,,1.58250328313795E+018,723,,,
1.58250328316226E+018,1269,,1.58250328315903E+018,-186,,1.58250328316072E+018,718,,,
1.58250328318467E+018,1256,,1.58250328318109E+018,-186,,1.58250328318258E+018,719,,,
1.58250328320804E+018,1271,,1.58250328320421E+018,-186,,1.58250328320632E+018,722,,,
1.58250328323112E+018,1271,,1.58250328322698E+018,-185,,1.5825032832289E+018,719,,,
1.58250328325492E+018,1272,,1.58250328325066E+018,-185,,1.58250328325327E+018,719,,,
1.58250328327611E+018,1254,,1.58250328327235E+018,-189,,1.58250328327464E+018,721,,,
1.58250328329703E+018,1271,,1.58250328329442E+018,-193,,1.58250328329569E+018,719,,,
1.58250328332074E+018,1270,,1.58250328331775E+018,-185,,1.58250328331937E+018,717,,,
1.58250328334447E+018,1274,,1.58250328334089E+018,-185,,1.58250328334293E+018,717,,,
1.58250328336642E+018,1270,,1.5825032833633E+018,-190,,1.58250328336493E+018,715,,,
1.58250328338905E+018,1272,,1.58250328338624E+018,-182,,1.58250328338763E+018,715,,,
1.58250328341184E+018,1288,,1.58250328340851E+018,-186,,1.58250328341015E+018,726,,,
1.58250328343561E+018,1268,,1.58250328343244E+018,-186,,1.58250328343395E+018,721,,,
1.58250328345987E+018,1288,,1.58250328345559E+018,-184,,1.58250328345734E+018,721,,,
1.58250328348029E+018,1257,,1.58250328347731E+018,-189,,1.58250328347869E+018,721,,,
1.58250328350276E+018,1262,,1.5825032835E+018,-185,,1.58250328350125E+018,722,,,
1.58250328352689E+018,1276,,1.58250328352323E+018,-181,,1.58250328352493E+018,715,,,
1.58250328355137E+018,1264,,1.58250328354716E+018,-179,,1.58250328354914E+018,720,,,
1.58250328357243E+018,1256,,1.58250328356853E+018,-183,,1.58250328357059E+018,723,,,
1.58250328359402E+018,1260,,1.58250328359128E+018,-179,,1.58250328359264E+018,716,,,
1.58250328361668E+018,1270,,1.58250328361375E+018,-186,,1.58250328361522E+018,720,,,
1.58250328364002E+018,1262,,1.58250328363712E+018,-186,,1.58250328363854E+018,722,,,
1.58250328366261E+018,1247,,1.58250328365926E+018,-184,,1.58250328366104E+018,718,,,
1.58250328368556E+018,1254,,1.58250328368256E+018,-184,,1.58250328368417E+018,722,,,
1.58250328370809E+018,1281,,1.58250328370534E+018,-189,,1.58250328370675E+018,723,,,
1.5825032837311E+018,1261,,1.58250328372822E+018,-185,,1.58250328372966E+018,721,,,
1.58250328375279E+018,1275,,1.58250328374982E+018,-185,,1.58250328375106E+018,719,,,
1.58250328377585E+018,1245,,1.58250328377308E+018,-186,,1.5825032837744E+018,721,,,
1.58250328379824E+018,1283,,1.58250328379528E+018,-185,,1.58250328379672E+018,720,,,
1.58250328382105E+018,1266,,1.58250328381843E+018,-189,,1.5825032838198E+018,721,,,
1.58250328384392E+018,1278,,1.58250328384133E+018,-190,,1.58250328384255E+018,724,,,
1.58250328386692E+018,1270,,1.58250328386566E+018,-190,,1.5825032838655E+018,717,,,
1.58250328388911E+018,1281,,1.58250328388659E+018,-191,,1.58250328388782E+018,719,,,
1.58250328391247E+018,1272,,1.58250328390996E+018,-185,,1.58250328391122E+018,719,,,
1.58250328393619E+018,1292,,1.58250328393325E+018,-181,,1.58250328393477E+018,716,,,
1.58250328395827E+018,1257,,1.58250328395512E+018,-184,,1.58250328395656E+018,717,,,
1.58250328398108E+018,1265,,1.58250328397798E+018,-184,,1.58250328397947E+018,722,,,
1.58250328400474E+018,1263,,1.58250328400173E+018,-188,,1.58250328400331E+018,722,,,
1.58250328402733E+018,1266,,1.5825032840245E+018,-188,,1.58250328402596E+018,714,,,
1.58250328405025E+018,1266,,1.5825032840465E+018,-181,,1.58250328404865E+018,717,,,
1.58250328407265E+018,1278,,1.5825032840691E+018,-185,,1.58250328407091E+018,721,,,
1.58250328409617E+018,1261,,1.58250328409197E+018,-187,,1.58250328409405E+018,719,,,
1.58250328411911E+018,1259,,1.58250328411554E+018,-180,,1.58250328411755E+018,718,,,
1.58250328414044E+018,1259,,1.58250328413713E+018,-178,,1.58250328413876E+018,712,,,
1.58250328416351E+018,1267,,1.5825032841603E+018,-182,,1.58250328416186E+018,714,,,
1.58250328418622E+018,1270,,1.58250328418319E+018,-179,,1.58250328418477E+018,720,,,
1.58250328420891E+018,1273,,1.58250328420594E+018,-180,,1.58250328420746E+018,716,,,
1.58250328423246E+018,1270,,1.5825032842294E+018,-183,,1.58250328423092E+018,720,,,
1.58250328425363E+018,1264,,1.58250328425063E+018,-188,,1.58250328425211E+018,722,,,
1.58250328427752E+018,1266,,1.58250328427443E+018,-186,,1.58250328427603E+018,718,,,
1.58250328430053E+018,1262,,1.58250328429775E+018,-186,,1.58250328429906E+018,716,,,
1.58250328432275E+018,1270,,1.58250328432002E+018,-186,,1.58250328432131E+018,717,,,
1.58250328434601E+018,1245,,1.58250328434268E+018,-188,,1.5825032843443E+018,719,,,
1.58250328436889E+018,1248,,1.58250328436566E+018,-185,,1.58250328436732E+018,723,,,
1.58250328439123E+018,1257,,1.58250328438848E+018,-187,,1.58250328438982E+018,723,,,
1.58250328441347E+018,1261,,1.58250328441067E+018,-186,,1.58250328441211E+018,722,,,
1.58250328443688E+018,1260,,1.58250328443328E+018,-180,,1.58250328443517E+018,718,,,
1.58250328446068E+018,1274,,1.58250328445709E+018,-185,,1.58250328445898E+018,720,,,
1.5825032844823E+018,1275,,1.58250328447932E+018,-189,,1.58250328448088E+018,724,,,
1.58250328450489E+018,1260,,1.58250328450205E+018,-182,,1.58250328450345E+018,723,,,
1.58250328452814E+018,1274,,1.5825032845252E+018,-183,,1.58250328452664E+018,725,,,
1.58250328455046E+018,1268,,1.58250328454747E+018,-190,,1.58250328454906E+018,724,,,
1.58250328457449E+018,1276,,1.58250328457084E+018,-193,,1.58250328457277E+018,716,,,
1.58250328459723E+018,1272,,1.58250328459349E+018,-184,,1.58250328459546E+018,720,,,
1.58250328462211E+018,1280,,1.58250328461644E+018,-188,,1.5825032846182E+018,715,,,
1.58250328464321E+018,1264,,1.58250328463942E+018,-188,,1.58250328464096E+018,722,,,
1.58250328466438E+018,1253,,1.58250328466118E+018,-188,,1.58250328466287E+018,724,,,
1.58250328468628E+018,1281,,1.58250328468352E+018,-183,,1.58250328468502E+018,715,,,
1.58250328470909E+018,1281,,1.58250328470629E+018,-184,,1.58250328470774E+018,716,,,
1.58250328473207E+018,1259,,1.58250328472914E+018,-187,,1.58250328473057E+018,717,,,
1.58250328475513E+018,1234,,1.58250328475235E+018,-185,,1.58250328475376E+018,726,,,
1.5825032847776E+018,1231,,1.58250328477451E+018,-183,,1.58250328477606E+018,722,,,
1.58250328480107E+018,1266,,1.58250328479837E+018,-184,,1.58250328479973E+018,720,,,
1.58250328482483E+018,1266,,1.58250328482069E+018,-184,,1.58250328482323E+018,716,,,
1.58250328484715E+018,1274,,1.58250328484297E+018,-184,,1.58250328484498E+018,717,,,
1.58250328486985E+018,1270,,1.58250328486634E+018,-187,,1.58250328486804E+018,721,,,
1.58250328489198E+018,1282,,1.58250328488903E+018,-196,,1.58250328489059E+018,721,,,
1.58250328491427E+018,1252,,1.58250328491145E+018,-190,,1.58250328491278E+018,717,,,
1.58250328493618E+018,1260,,1.58250328493337E+018,-186,,1.58250328493471E+018,719,,,
1.58250328495926E+018,1270,,1.58250328495629E+018,-186,,1.58250328495772E+018,716,,,
1.58250328498439E+018,1276,,1.58250328498094E+018,-184,,1.58250328498255E+018,717,,,
1.58250328500787E+018,1275,,1.58250328500346E+018,-178,,1.58250328500562E+018,720,,,
1.58250328502865E+018,1275,,1.58250328502531E+018,-186,,1.58250328502701E+018,716,,,
1.58250328505046E+018,1255,,1.58250328504791E+018,-186,,1.58250328504915E+018,720,,,
1.58250328507385E+018,1262,,1.58250328507134E+018,-185,,1.58250328507252E+018,718,,,
1.58250328509701E+018,1276,,1.58250328509442E+018,-187,,1.58250328509566E+018,719,,,
1.58250328511929E+018,1268,,1.58250328511657E+018,-186,,1.58250328511797E+018,721,,,
1.58250328514142E+018,1268,,1.58250328513853E+018,-178,,1.58250328513986E+018,718,,,
1.58250328516555E+018,1254,,1.5825032851621E+018,-183,,1.58250328516368E+018,718,,,
1.58250328518911E+018,1269,,1.58250328518544E+018,-183,,1.58250328518749E+018,718,,,
1.58250328521004E+018,1270,,1.58250328520705E+018,-185,,1.58250328520848E+018,726,,,
1.58250328523312E+018,1258,,1.58250328522996E+018,-182,,1.5825032852315E+018,726,,,
1.5825032852563E+018,1258,,1.58250328525302E+018,-187,,1.58250328525463E+018,719,,,
1.5825032852793E+018,1292,,1.58250328527642E+018,-182,,1.58250328527795E+018,722,,,
1.58250328530174E+018,1278,,1.58250328529893E+018,-180,,1.58250328530034E+018,719,,,
1.58250328532384E+018,1277,,1.58250328532061E+018,-188,,1.58250328532217E+018,718,,,
1.58250328534705E+018,1280,,1.58250328534416E+018,-191,,1.58250328534551E+018,716,,,
1.58250328536971E+018,1258,,1.58250328536701E+018,-179,,1.58250328536833E+018,719,,,
1.58250328539252E+018,1267,,1.5825032853897E+018,-177,,1.58250328539113E+018,720,,,
1.58250328541459E+018,1263,,1.58250328541168E+018,-179,,1.58250328541313E+018,720,,,
1.58250328543892E+018,1265,,1.58250328543563E+018,-181,,1.58250328543726E+018,720,,,
1.58250328546278E+018,1285,,1.58250328545906E+018,-187,,1.5825032854608E+018,717,,,
1.58250328548364E+018,1254,,1.58250328548089E+018,-189,,1.58250328548222E+018,722,,,
1.58250328550707E+018,1275,,1.58250328550292E+018,-190,,1.58250328550491E+018,718,,,
1.58250328553028E+018,1276,,1.58250328552579E+018,-180,,1.58250328552807E+018,716,,,
1.58250328555404E+018,1268,,1.58250328554979E+018,-184,,1.58250328555194E+018,720,,,
1.58250328557545E+018,1256,,1.58250328557234E+018,-188,,1.582503285574E+018,715,,,
1.58250328559729E+018,1265,,1.58250328559464E+018,-184,,1.58250328559599E+018,719,,,
1.58250328561937E+018,1270,,1.58250328561678E+018,-184,,1.58250328561805E+018,717,,,
1.58250328564307E+018,1258,,1.5825032856403E+018,-184,,1.58250328564169E+018,717,,,
1.58250328566646E+018,1252,,1.58250328566348E+018,-184,,1.58250328566509E+018,725,,,
1.5825032856899E+018,1262,,1.58250328568661E+018,-188,,1.58250328568817E+018,724,,,
1.58250328571247E+018,1269,,1.58250328570874E+018,-180,,1.58250328571075E+018,722,,,
1.58250328573495E+018,1265,,1.58250328573168E+018,-181,,1.58250328573334E+018,726,,,
1.5825032857583E+018,1253,,1.58250328575444E+018,-185,,1.58250328575651E+018,722,,,
1.58250328578056E+018,1261,,1.58250328577722E+018,-187,,1.58250328577887E+018,725,,,
1.58250328580257E+018,1269,,1.58250328579894E+018,-187,,1.58250328580073E+018,721,,,
1.58250328582547E+018,1259,,1.58250328582203E+018,-180,,1.5825032858236E+018,716,,,
1.58250328584884E+018,1266,,1.58250328584527E+018,-183,,1.58250328584698E+018,715,,,
1.58250328587259E+018,1246,,1.58250328586836E+018,-182,,1.58250328586997E+018,719,,,
1.58250328589277E+018,1240,,1.58250328588985E+018,-186,,1.58250328589126E+018,724,,,
1.58250328591517E+018,1280,,1.58250328591236E+018,-186,,1.58250328591385E+018,716,,,
1.58250328594028E+018,1279,,1.58250328593672E+018,-185,,1.58250328593841E+018,716,,,
1.58250328596313E+018,1259,,1.58250328595896E+018,-189,,1.58250328596107E+018,718,,,
1.58250328598459E+018,1270,,1.58250328598137E+018,-181,,1.58250328598288E+018,712,,,
1.58250328600877E+018,1273,,1.58250328600447E+018,-186,,1.58250328600637E+018,720,,,
1.58250328603072E+018,1264,,1.5825032860274E+018,-179,,1.58250328602949E+018,716,,,
1.58250328605362E+018,1280,,1.58250328605046E+018,-183,,1.58250328605201E+018,717,,,
1.58250328607598E+018,1272,,1.58250328607317E+018,-183,,1.58250328607467E+018,716,,,
1.58250328609824E+018,1273,,1.58250328609539E+018,-187,,1.58250328609689E+018,722,,,
1.58250328612237E+018,1262,,1.58250328611873E+018,-188,,1.58250328612055E+018,726,,,
1.58250328614455E+018,1274,,1.58250328614156E+018,-189,,1.58250328614294E+018,717,,,
1.58250328616721E+018,1267,,1.58250328616423E+018,-181,,1.58250328616567E+018,717,,,
1.58250328619142E+018,1247,,1.58250328618609E+018,-183,,1.5825032861914E+018,718,,,
1.5825032862117E+018,1274,,1.58250328620884E+018,-182,,1.5825032862102E+018,722,,,
1.5825032862345E+018,1256,,1.58250328623151E+018,-185,,1.58250328623302E+018,730,,,
1.58250328625725E+018,1276,,1.58250328625456E+018,-181,,1.58250328625588E+018,718,,,
1.58250328628086E+018,1288,,1.58250328627686E+018,-185,,1.58250328627859E+018,719,,,
1.58250328630459E+018,1269,,1.58250328630094E+018,-189,,1.58250328630269E+018,716,,,
1.58250328632814E+018,1263,,1.58250328632384E+018,-187,,1.58250328632544E+018,721,,,
1.58250328635147E+018,1254,,1.58250328634737E+018,-189,,1.58250328634941E+018,725,,,
1.58250328637108E+018,1270,,1.5825032863682E+018,-186,,1.58250328636968E+018,718,,,
1.58250328639357E+018,1264,,1.58250328639056E+018,-184,,1.58250328639214E+018,724,,,
1.58250328641727E+018,1260,,1.58250328641436E+018,-183,,1.58250328641594E+018,719,,,
1.58250328643947E+018,1272,,1.58250328643647E+018,-187,,1.58250328643794E+018,722,,,
1.58250328646277E+018,1267,,1.58250328645986E+018,-187,,1.58250328646128E+018,718,,,
1.58250328648663E+018,1273,,1.58250328648306E+018,-184,,1.58250328648498E+018,721,,,
1.58250328650914E+018,1260,,1.58250328650556E+018,-182,,1.58250328650745E+018,714,,,
1.58250328653234E+018,1262,,1.58250328652809E+018,-182,,1.58250328653004E+018,717,,,
1.58250328655422E+018,1252,,1.58250328655127E+018,-182,,1.58250328655275E+018,724,,,
1.58250328657642E+018,1261,,1.58250328657311E+018,-190,,1.58250328657489E+018,724,,,
1.58250328660011E+018,1275,,1.58250328659656E+018,-182,,1.58250328659815E+018,723,,,
1.58250328662273E+018,1264,,1.58250328661902E+018,-186,,1.58250328662085E+018,720,,,
1.58250328664529E+018,1265,,1.58250328664195E+018,-186,,1.58250328664381E+018,717,,,
1.58250328666623E+018,1274,,1.58250328666358E+018,-182,,1.58250328666489E+018,716,,,
1.58250328668921E+018,1272,,1.58250328668661E+018,-186,,1.58250328668802E+018,719,,,
1.58250328671233E+018,1275,,1.58250328670952E+018,-197,,1.582503286711E+018,721,,,
1.58250328673627E+018,1275,,1.58250328673305E+018,-190,,1.58250328673463E+018,720,,,
1.58250328675808E+018,1275,,1.58250328675471E+018,-188,,1.5825032867563E+018,717,,,
1.58250328678263E+018,1273,,1.58250328677888E+018,-187,,1.58250328678077E+018,712,,,
1.58250328680375E+018,1271,,1.58250328680104E+018,-189,,1.58250328680237E+018,718,,,
1.58250328682649E+018,1295,,1.58250328682376E+018,-187,,1.58250328682512E+018,714,,,
1.58250328685145E+018,1284,,1.58250328684793E+018,-185,,1.58250328684952E+018,724,,,
1.58250328687224E+018,1255,,1.58250328686906E+018,-184,,1.58250328687048E+018,716,,,
1.5825032868956E+018,1271,,1.58250328689257E+018,-190,,1.58250328689411E+018,720,,,
1.58250328691786E+018,1259,,1.58250328691475E+018,-188,,1.5825032869164E+018,716,,,
1.58250328694167E+018,1261,,1.58250328693875E+018,-190,,1.58250328694018E+018,716,,,
1.58250328696303E+018,1263,,1.58250328695983E+018,-190,,1.58250328696144E+018,720,,,
1.58250328698696E+018,1259,,1.58250328698351E+018,-177,,1.58250328698517E+018,716,,,
1.58250328701022E+018,1257,,1.58250328700643E+018,-185,,1.58250328700833E+018,724,,,
1.58250328703359E+018,1260,,1.58250328703007E+018,-182,,1.58250328703187E+018,721,,,
1.58250328705603E+018,1276,,1.5825032870519E+018,-190,,1.58250328705399E+018,719,,,
1.58250328707828E+018,1264,,1.58250328707477E+018,-186,,1.58250328707689E+018,727,,,
1.58250328709916E+018,1266,,1.58250328709666E+018,-184,,1.58250328709799E+018,719,,,
1.58250328712254E+018,1258,,1.58250328712005E+018,-189,,1.58250328712123E+018,723,,,
1.58250328714496E+018,1266,,1.58250328714228E+018,-191,,1.58250328714358E+018,720,,,
1.58250328716751E+018,1266,,1.58250328716476E+018,-191,,1.58250328716615E+018,719,,,
1.58250328719072E+018,1264,,1.58250328718796E+018,-187,,1.58250328718929E+018,718,,,
1.58250328721391E+018,1262,,1.58250328721106E+018,-186,,1.58250328721244E+018,721,,,
1.58250328723724E+018,1266,,1.58250328723393E+018,-184,,1.58250328723554E+018,718,,,
1.58250328726057E+018,1253,,1.58250328725659E+018,-189,,1.58250328725832E+018,718,,,
1.58250328728234E+018,1269,,1.5825032872788E+018,-189,,1.58250328728046E+018,731,,,
1.58250328730522E+018,1270,,1.58250328730169E+018,-189,,1.58250328730459E+018,721,,,
1.58250328732812E+018,1261,,1.58250328732534E+018,-185,,1.58250328732666E+018,721,,,
1.58250328734965E+018,1249,,1.58250328734675E+018,-185,,1.58250328734822E+018,721,,,
1.58250328737332E+018,1272,,1.58250328737024E+018,-189,,1.58250328737169E+018,721,,,
1.58250328739545E+018,1260,,1.58250328739276E+018,-182,,1.58250328739416E+018,718,,,
1.5825032874185E+018,1275,,1.58250328741595E+018,-181,,1.58250328741721E+018,716,,,
1.58250328744008E+018,1264,,1.58250328743742E+018,-180,,1.58250328743875E+018,718,,,
1.58250328746404E+018,1259,,1.58250328746126E+018,-186,,1.58250328746257E+018,725,,,
1.58250328748646E+018,1278,,1.58250328748331E+018,-188,,1.58250328748486E+018,722,,,
1.58250328751017E+018,1266,,1.58250328750695E+018,-181,,1.58250328750848E+018,722,,,
1.58250328753287E+018,1286,,1.5825032875298E+018,-186,,1.58250328753133E+018,722,,,
1.58250328755598E+018,1302,,1.58250328755218E+018,-182,,1.58250328755399E+018,722,,,
1.58250328757875E+018,1270,,1.58250328757508E+018,-189,,1.58250328757674E+018,720,,,
1.58250328760292E+018,1246,,1.58250328759898E+018,-186,,1.58250328760115E+018,719,,,
1.5825032876246E+018,1247,,1.58250328762089E+018,-184,,1.58250328762259E+018,715,,,
1.58250328764698E+018,1278,,1.58250328764363E+018,-181,,1.58250328764512E+018,720,,,
1.5825032876687E+018,1274,,1.58250328766546E+018,-186,,1.58250328766703E+018,724,,,
1.58250328769112E+018,1262,,1.58250328768836E+018,-186,,1.58250328768963E+018,718,,,
1.58250328771498E+018,1257,,1.58250328771204E+018,-191,,1.58250328771351E+018,716,,,
1.58250328773763E+018,1269,,1.58250328773467E+018,-184,,1.58250328773606E+018,715,,,
1.58250328775998E+018,1281,,1.58250328775703E+018,-185,,1.58250328775846E+018,717,,,
1.58250328778452E+018,1271,,1.58250328778098E+018,-190,,1.58250328778269E+018,717,,,
1.58250328780731E+018,1294,,1.5825032878031E+018,-188,,1.58250328780495E+018,729,,,
1.58250328782944E+018,1270,,1.58250328782528E+018,-188,,1.58250328782751E+018,729,,,
1.58250328785222E+018,1268,,1.58250328784811E+018,-189,,1.58250328785E+018,725,,,
1.5825032878743E+018,1253,,1.58250328787149E+018,-185,,1.58250328787285E+018,719,,,
1.58250328789696E+018,1267,,1.5825032878943E+018,-181,,1.58250328789566E+018,718,,,
1.58250328792058E+018,1259,,1.58250328791758E+018,-180,,1.58250328791895E+018,722,,,
1.58250328794288E+018,1266,,1.58250328793957E+018,-186,,1.58250328794107E+018,718,,,
1.58250328796484E+018,1272,,1.58250328796193E+018,-186,,1.58250328796345E+018,720,,,
1.58250328798906E+018,1267,,1.58250328798556E+018,-192,,1.58250328798733E+018,720,,,
1.58250328801162E+018,1270,,1.58250328800812E+018,-187,,1.58250328800984E+018,717,,,
1.58250328803485E+018,1278,,1.58250328803089E+018,-190,,1.58250328803311E+018,729,,,
1.58250328805731E+018,1271,,1.58250328805317E+018,-188,,1.58250328805553E+018,723,,,
1.58250328807938E+018,1256,,1.58250328807637E+018,-188,,1.58250328807792E+018,719,,,
1.58250328810163E+018,1275,,1.58250328809915E+018,-188,,1.5825032881004E+018,719,,,
1.58250328812302E+018,1268,,1.58250328812038E+018,-186,,1.58250328812163E+018,716,,,
1.58250328814757E+018,1272,,1.58250328814422E+018,-186,,1.5825032881458E+018,721,,,
1.58250328817013E+018,1274,,1.58250328816724E+018,-182,,1.58250328816885E+018,721,,,
1.58250328819293E+018,1276,,1.58250328818997E+018,-186,,1.58250328819151E+018,718,,,
1.58250328821486E+018,1284,,1.58250328821168E+018,-187,,1.58250328821331E+018,718,,,
1.5825032882402E+018,1290,,1.58250328823607E+018,-187,,1.58250328823809E+018,719,,,
1.58250328826219E+018,1280,,1.58250328825832E+018,-185,,1.58250328826038E+018,719,,,
1.58250328828653E+018,1276,,1.58250328828326E+018,-185,,1.58250328828493E+018,721,,,
1.58250328830696E+018,1260,,1.58250328830443E+018,-181,,1.58250328830573E+018,722,,,
1.58250328832879E+018,1268,,1.58250328832629E+018,-179,,1.58250328832749E+018,718,,,
1.58250328835207E+018,1255,,1.58250328834928E+018,-183,,1.58250328835058E+018,720,,,
